Date,Country,News Type,Article,Fact-Checked by
5/20/2020, United States,FALSE,"Dr. Anthony Fauci said: “as soon as a COVID-19 vaccine is manufactured, it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”", FactCheck.org
5/20/2020, Denmark,FALSE,Several social media and streaming services are continuously trying to remove a video with an interview with American virologist Judy Mikovits. It happens on the grounds that the video spreads false claims about the coronavirus. Now the video also appear with Danish subtitles., TjekDet.dk
5/20/2020, Ghana,FALSE,A video claims that Bill Gates made a presentation to the CIA on COVID-19 vaccines for modifying the brain of religious fanatics., Dubawa
5/20/2020, Kenya,FALSE,Dr Robert Gallo confessed to being forced to create a virus to wipe out the African race., PesaCheck
5/20/2020, Kenya,FALSE,"Uhuru Kenyatta Foundation is giving out Ksh10,000 to each Kenyan as lockdown relief funds.", PesaCheck
5/20/2020, Philippines,FALSE,Wearing a face mask for a prolonged period of time causes hypoxia and/or hypercapnia., Rappler
5/20/2020, India,FALSE,Leopard is seen roaming in Delhi’s dwarka during the lockdown period., Vishvas News
5/20/2020, United States,Mostly FALSE,“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”, PolitiFact
5/20/2020, Tunisia,Misleading,"Photo of the Algerian doctor, Wafaa Boudissah, while he is working on admitting Covid-19 patients.", Misbar
5/20/2020, India,FALSE,The President of the United States of America Donald Trump has been tested positive for COVID-19., Newschecker
5/20/2020," Bosnia and Herzegovina, Croatia",Misleading,"Amid COVID-19 pandemic, Bosnian Croats were targeted and penalized at the state border upon entry into Bosnia and Herzegovina", Raskrinkavanje
5/19/2020, United States,FALSE,The German government billed China for 130 billion pounds in “coronavirus damages.”, Check Your Fact
5/19/2020, Brazil,FALSE,"The Workers Party (PT) filed a lawsuit against the government, on the STF (Supreme Court), that demands the Federal Government stop purchasing chloroquine and hydroxychloroquine.", Agência Lupa
5/19/2020, Brazil,FALSE,A video shows a man calmly lying down in a hospital bed and being tucked into an ambulance. The caption says this is proof that Brazilian authorities are forging COVID-19 cases, Agência Lupa
5/19/2020, Philippines,FALSE,Metro Manila had an 83% rise in COVID-19 cases in one day., VERA Files
5/19/2020, Italy,FALSE,A piece of news claiming that the Italian government led by Giuseppe Conte would have “banned private property until 31 July”., Facta
5/19/2020, Italy,FALSE,A picture claiming that “Bill Gates’ vaccines” would have paralyzed 496k children in India., Facta
5/19/2020, India,FALSE,A text claiming COVID-19 can be transmitted by mosquitoes., Vishvas News
5/19/2020, Spain,FALSE,"A chain that circulates through WhatsApp that says that the coronavirus is not a virus, “as we have been led to believe”, but is “a bacterium, amplified by 5G electromagnetic radiation that also produces inflammation and hypoxia”.", Maldita.es
5/19/2020, Spain,FALSE,A content that claims that Microsoft co-founder Bill Gates has been detained by the FBI for “biological terrorism” since “he created the coronavirus to control us.”, Maldita.es
5/19/2020, Spain,FALSE,A video where a young man who speaks English with a British accent and who claims to be a telecommunications engineer who installs 5G towers claims to have found a piece on an electronic circuit that bears the inscription “COV-19”., Maldita.es
5/19/2020, United States,FALSE,"“If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead.”", PolitiFact
5/19/2020, United States,FALSE,"House Speaker Nancy Pelosi was in Wuhan, China, six days after “the impeachment HOAX failed.”", Check Your Fact
5/19/2020, United Kingdom,FALSE,The Express used a photo from before coronavirus lockdown to suggest people in Brighton were breaking social distancing rules., Full Fact
5/19/2020, United Kingdom,FALSE,We have not heard of a single police officer dying from COVID-19 across the world., Full Fact
5/19/2020, United Kingdom,PARTLY FALSE,A post claims that the 1918 influenza out had a deadly second wave after quarantine restrictions were lifted., Full Fact
5/19/2020, United Kingdom,PARTLY FALSE,The survival rate for COVID-19 is 98.54% in the UK., Full Fact
5/19/2020, Colombia,FALSE,The body produces more cortisol when someone is wearing masks., La Silla Vacía
5/19/2020, Colombia,FALSE,WHO has banned autopsies of people killed by COVID-19., La Silla Vacía
5/19/2020, United States,Mostly FALSE,"“A lot of people can get an additional $2,400” from the CARES Act “and they can do it every month!”", PolitiFact
5/19/2020, Brazil,FALSE,Photo shows empty COVID-19’s service room at the Military Police Central Hospital in Rio de Janeiro., Aos Fatos
5/19/2020, Brazil,FALSE,Substances present in the boldo and in the quina plant treat COVID-19., Aos Fatos
5/19/2020, India,FALSE,Video shows a paramilitary force unit taking charge in Mumbai to control the lockdown situation., FactCrescendo
5/19/2020, India,FALSE,Popular Indian film actor John Abraham was caught violating lockdown while roaming in his Lamborghini., FactCrescendo
5/19/2020, India,FALSE,Image of worn-out feet with blisters shows the plight of a woman migrant worker in the lockdown., FactCrescendo
5/19/2020, Myanmar,FALSE,High dosage of Vitamin D is found to be effective as a cure or prevention measure for COVID-19., FactCrescendo
5/19/2020, Myanmar,FALSE,Povidone Iodine is found to be effective in preventing COVID-19 infection., FactCrescendo
5/19/2020, Myanmar,FALSE,US President Donald Trump tested positive for COVID-19., FactCrescendo
5/19/2020, India,FALSE,Migrant labourers stuck at the Delhi-Uttar Pradesh border as they try to return home., The Quint
5/19/2020, India,FALSE,India’s main opposition party (Congress) general secretary Priyanka Gandhi arranged 1000 buses to take home the migrants stuck in the state of Uttar Pradesh., BOOM FactCheck
5/19/2020, India,FALSE,A Rohingya Muslim was terrified thinking a doctor had placed a gun on his head when the doctor was actually doing a thermal scan using a machine., BOOM FactCheck
5/19/2020, Portugal,FALSE,Portuguese university discovered the cure for COVID-19., Poligrafo
5/19/2020, Venezuela,FALSE,Venezuela has the lowest rate of COVID-19 cases from Antarctica to the North Pole., Efecto Cocuyo
5/19/2020, India,FALSE,Priyanka Gandhi has started buses to help migrants travel during the COVID-19 lockdown., BOOM FactCheck
5/19/2020, Turkey,FALSE,Multiple allegations on the bill drafted to Turkish congress named H.R. 6666., Teyit
5/19/2020, India,FALSE,A photo of a queue of buses in India has been shared thousands of times on Facebook and Twitter alongside a claim they were organised by a leading opposition politician to transport migrant workers who were left stranded after a nationwide coronavirus lockdown., AFP
5/19/2020, United States,PARTLY FALSE,President Donald Trump “cancelled” the U.S. House bill on contract tracing and “expelled WHO.”, FactCheck.org
5/19/2020, Italy,Misleading,The UN is asking for help from Donald Trump for serious human rights violations in Italy during the management of the COVID-19 pandemic., Open
5/19/2020, India,FALSE,"Video of leopard roaming on road during lockdown is from Delhi, India.", Vishvas News
5/19/2020, United States,Mostly FALSE,Claim that President Donald Trump is trying to make $451 billion in Medicare cuts “in the middle of a deadly pandemic.”, PolitiFact
5/19/2020, Brazil,FALSE,Daughter of Santander’s CEO in Portugal shared a message about her father’s death from COVID-19., Estadão Verifica
5/19/2020, Brazil,FALSE,São Paulo’s governor João Doria ordered a recall of chloroquine and hydroxychloroquine from dugstores., Estadão Verifica
5/19/2020, Bolivia,Misleading,There are no antibiotics to cure the coronavirus., Bolivia Verifica
5/19/2020, United States,Mostly FALSE,"“The new Dane County lockdown policy… (has) effectively killed Badger football, hockey, and basketball for 2020.”", PolitiFact
5/19/2020, Ukraine,FALSE,Travel in public transport in Kyiv will rise after the lockdown is lifted., VoxCheck
5/19/2020, India,FALSE,Renowned cardiac surgeon Dr Devi Shetty has issued a list of 22 suggestions to be followed for one year to protect oneself against coronavirus., India Today
5/19/2020, India,FALSE,Family of poor migrant commited suicide during lockdown in India., Vishvas News
5/19/2020, Ukraine,No evidence:,Bill Gates spreads viruses to profit on vaccines., VoxCheck
5/19/2020, Ukraine,FALSE,ID2020 is a criminal experiment. Elon Musk is responsible for making everyone wearing masks. The coronavirus was drawn in the computer program., VoxCheck
5/19/2020, Nigeria,FALSE,Articles shared thousands of times on Facebook and Twitter claim Rwandan President Paul Kagame censured the World Health Organization (WHO) for rejecting a herbal tonic touted by the Madagascan government as a cure for COVID-19., AFP
5/19/2020," Kenya, South Sudan",FALSE,"South Sudan’s president and senior ministers have appeared in public in recent weeks wearing so-called “virus removal cards”, clip-on tags marketed as prevention against infectious diseases. AFP Fact Check found the items for sale online in various countries, including Lebanon, Malaysia and the Philippines.", AFP
5/19/2020, Tunisia,FALSE,"The Algerian President, Abdel Majid Taboun, awarded the National Order of Merit to the family of the martyr doctor Wafaa Boudissa, and her name was given to a hospital in the country.", Misbar
5/19/2020, Jordan,FALSE,"A Jordanian health minister testifies before the millions, telling the world the truth about Covid-19.", Misbar
5/19/2020, United States,FALSE,The World Health Organization shockes the world: alcohol does not kill the virus!, Misbar
5/19/2020, Morocco,Misleading,"A man sells snacks to Covid-19 patients in Ibn Zahr Hospital in Marrakech, without respecting health safety conditions.", Misbar
5/19/2020, Greece,FALSE,Social media posts claim that actors were caught in the act staging fake COVID-19 cases., Ellinika Hoaxes
5/19/2020, Greece,Misleading,A video from Portugal proves that there are no deaths due to COVID-19. In the coffin of an alleged victim there were only sand and rocks not a body., Ellinika Hoaxes
5/19/2020, Bosnia and Herzegovina,FALSE,Morgan Freeman says wearing facemasks is an experiment to identify the followers; a photo meme circulating on social media alleging that to be actor’s stance on facemasks during the pandemic, Raskrinkavanje
5/18/2020," Spain, Belgium",FALSE,"A video shows health workers turning their back in protest as an official car passes. Supposedly as if it were a protest against the Minister of Health of Spain, Salvador Illa or against the Minister of Equality Irene Montero at the Gregorio Marañón hospital.", Maldita.es
